id,kode_komponen,nama_barang,spek1,spek2,merek,satuan,kode_rekening,left_rekening,rincian_rekening
7180,20.02.07.08.13,UPS,  20 KVA,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
7181,20.02.07.08.14,UPS Medis,  20KVA,,,Unit,5.2.3.08.02,5.2.3,Belanja Modal Pengadaan Alat Kesehatan
7182,20.02.07.08.15,Unit Power Supply (UPS) Network Controlled, 3000 VA 2U,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
7183,20.02.07.08.16,UPS Tower , Min 6 KVA,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
7184,20.02.07.08.17,Smart UPS Server,,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
7185,20.02.07.08.18,Power Supply ,450W 12V,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
7186,20.02.07.09.01,Ventilator,,,,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7187,20.02.07.13.01,Autoclave,,,,Set,5.2.3.09.01,5.2.3,Belanja Modal Pengadaan Alat Laboratorium
7188,20.02.07.13.02,Autoclave, 24 Liter,,,Buah,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7189,20.02.07.13.03,Autoclave, 75 Liter,,,Unit,5.2.3.09.01,5.2.3,Belanja Modal Pengadaan Alat Laboratorium
7190,20.02.07.17.03,Cetak Quick Reference,,,,Buah,5.2.2.06.01,5.2.2,Belanja Cetak
7191,20.02.07.17.04,Door Gasket,,GI.9162,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7192,20.02.09.01.01.F,Accu Solar Cell, 12 V 18ah,,,Unit,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7193,20.02.09.01.02,Accu, 12 Volt 100 Ah 100 Ah,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7194,20.02.09.01.03,Accu, 12 Volt ? 60 Ah (Pimpinan DPRD),,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7195,20.02.09.01.04,Accu, 12 Volt ? 100 Amp Mini Bus,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7196,20.02.09.01.05,Accu, 12 Volt - 120 Amp Bus,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7197,20.02.09.01.06,Air Accu,,,,Botol,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7198,20.02.09.01.07,Accu, 12 Volt - 60 Ah,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7199,20.02.09.01.08,Accu, 6AH,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7200,20.02.09.01.09,Accu, 12V/12Ah,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7201,20.02.09.01.10,Accu, 12V/4Ah,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7202,20.02.09.01.11,Accu, 12 VOLT - 40 Amp,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7203,20.02.09.01.12,Accu, 12 VOLT - 50 Amp,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7204,20.02.09.01.13,Accu, 12 VOLT - 70 Amp,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7205,20.02.09.01.14,Accu, 12 VOLT - 150 Amp,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7206,20.02.09.01.15,Accu, 12 VOLT - 200 Amp,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7207,20.02.09.01.18.F,ACCU, Gel Min 75 Ampere 12 Volt include Panel,,,Unit,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7208,20.02.09.01.19.B,Accu ,5 Amp,,,Buah,5.2.2.02.06,5.2.2,Belanja Peralatan  Usaha
7209,20.02.09.01.20,Accu, 100 Ah,Aki Kering Baterai 12 Volt,,Unit,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7210,20.02.09.01.21,Accu Tester,,,,Buah,5.2.3.04.02,5.2.3,Belanja Modal Pengadaan Alat Bengkel Tak BerMesin
7211,20.02.09.02.01,Battery Charger, 200 A,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
7212,20.02.09.02.02,Rechargable Li-Ion Battery Delegate,,,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
7213,20.02.09.03.01.01,Bearing Motor Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7214,20.02.09.03.01.02,Bos As Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7215,20.02.09.03.01.03,Jarum Angka/huruf (Mesin Porporasi),,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7216,20.02.09.03.01.04,Kabel Motor (Mesin Porporasi),,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7217,20.02.09.03.01.05,Kampas Rem Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7218,20.02.09.03.01.06,Kapasitor Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7219,20.02.09.03.01.07,Motor/Dinamo Untuk Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7220,20.02.09.03.01.08,Pembawa Jarum Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7221,20.02.09.03.01.09,Penghubung As Stang (Mesin Porporasi),,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7222,20.02.09.03.01.10,Penghubung Wheel Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7223,20.02.09.03.01.11,Penjepit Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7224,20.02.09.03.01.12,Rel Pembawa Wheel (Mesin Porporasi),,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7225,20.02.09.03.01.13,Rumah Jarum (Mesin Porporasi),,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7226,20.02.09.03.01.14,Pembawa Wheel Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7227,20.02.09.03.01.15,Meja Jarum Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7228,20.02.09.03.01.17,Stel Wheel Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7229,20.02.09.03.01.18,Tutup Rumah Jarum Mesin Porporasi,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7230,20.05.01.01.01.01.F,Besi Pipa Galvanish Medium, 1/2 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7231,20.05.01.01.01.02.F,Besi Pipa Galvanish Medium, 3/4 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7232,20.05.01.01.01.03.F,Besi Pipa Galvanish Medium, 1 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7233,20.05.01.01.01.04.F,Besi Pipa Galvanish Medium, 1 1/4 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7234,20.05.01.01.01.05.F,Besi Pipa Galvanish Medium, 1 1/2 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7235,20.05.01.01.01.06.F,Besi Pipa Galvanish Medium, 2 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7236,20.05.01.01.01.07.F,Besi Pipa Galvanish Medium, 2 1/2 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7237,20.05.01.01.01.08.F,Besi Pipa Galvanish Medium, 3 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7238,20.05.01.01.01.09.F,Besi Pipa Galvanish Medium, 4 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7239,20.05.01.01.01.10.F,Besi Pipa Galvanish Medium, 5 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7240,20.05.01.01.01.11.F,Besi Pipa Galvanish Medium, 6 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7241,20.05.01.01.01.12.F,Besi Pipa Galvanish Medium, 8 inchi Pjg 6 Meter,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7242,20.05.01.01.01.13.F,Besi Pipa Galvanish Medium, B 2 inchi,,,Meter,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7243,20.05.01.01.01.14.F,Besi Pipa Galvanish Celup,,,,Kg,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7244,20.05.01.01.01.15.F,Besi Pipa Galvanish Medium, 2 1/2 inchi,,,Meter,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7245,20.05.01.01.01.16.F,Pipa Besi Galvanish, Dim. 3,,,M,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7246,20.05.01.01.01.17,Pipa Galvanish, 5 Inchi,,,M,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7247,20.05.01.01.01.18.F,Pipa Galvanis, 4 inchi medium,,,m1,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7248,20.05.01.01.01.19,Besi Pipa Galvanish Medium A, 1/2 Inchi Pjg 6 Meter,"2,45 - 2,6 mm",,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7249,20.05.01.01.02.01.F,Pipa Besi Hitam, dia.2.5 inch,,,Meter,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7250,20.05.01.01.02.02.F,Pipa Besi Hitam, dia.1.5 inch,,,Meter,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7251,20.05.01.01.02.03.F,Pipa Hitam," 1.5 inchi tb. 2,8 mm",,,Meter,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7252,20.05.01.01.02.04.F,Pipa Hitam," 2 inchi tb. 2,8 mm",,,Meter,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7253,20.05.01.01.02.05.F,Pipa Hitam," 4 inchi tb. 2,8 mm",,,Meter,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7254,20.05.01.01.03.01.F,Besi Pipa putih (Stainless) SCH 40 Welded, uk. 1 inchi,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7255,20.05.01.01.03.02.F,Besi Pipa putih (Stainless) SCH 40 Welded, uk. 2 inchi,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7256,20.05.01.01.03.03.F,Besi Pipa putih (Stainless) SCH 40 Welded," uk. 2,5 inchi",,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7257,20.05.01.01.03.04.F,FBBT 100,,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7258,20.05.01.01.03.05.F,Besi Pipa, dia 2 inch,,,Meter,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7259,20.05.01.01.03.06,Besi Hollow," 50 X 50 X 1,10 Mm",,,Lonjor,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7260,20.05.01.01.03.07,Pipa Tembaga,,,,Meter,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7261,20.05.01.01.03.08,"Pipa Stainless 1""",,,,Unit,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7262,20.05.01.02.01.01.F,Pipa Plastik PVC Tipe AW, Uk. 1/2 Pj. 4 mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7263,20.05.01.02.01.02.F,Pipa Plastik PVC Tipe AW, Uk. 3/4 Pj. 4 mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7264,20.05.01.02.01.03.F,Pipa Plastik PVC Tipe AW, Uk. 1 Pj. 4 mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7265,20.05.01.02.01.04.F,Pipa Plastik PVC Tipe AW, Uk. 2 Pj. 4 mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7266,20.05.01.02.01.05.F,Pipa Plastik PVC Tipe AW, Uk. 3 Pj. 4 mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7267,20.05.01.02.01.06.F,Pipa Plastik PVC Tipe AW, Uk. 4 Pj. 4 mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7268,20.05.01.02.01.07.F,Pipa Plastik PVC Tipe AW, Uk. 5 Pj. 4 mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7269,20.05.01.02.02.01.F,Pipa Plastik PVC Tipe C, Uk. 1 ?? inchi Pj.4mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7270,20.05.01.02.02.02.F,Pipa Plastik PVC Tipe C, Uk. 2 inchi Pj. 4mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7271,20.05.01.02.02.03.F,Pipa Plastik PVC Tipe C, Uk. 3 inchi Pj.4mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7272,20.05.01.02.02.04.F,Pipa Plastik PVC Tipe C, Uk. 4 inchi Pj.4mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7273,20.05.01.02.02.05.F,Pipa Plastik PVC Tipe C, Uk. 5 inchi Pj.6mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7274,20.05.01.02.02.06.F,Pipa Plastik PVC Tipe C, Uk. 6 inchi Pj.6mtr,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7275,20.05.01.02.04.01.F,Pipa Pralon 5/8,,,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7276,20.05.01.02.04.02.F,Pipa Cooker 150,,,,M,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7277,20.05.01.02.04.03.F,L PVC, 100 x 45,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7278,20.05.01.02.04.04.F,L PVC, 100 x 90,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7279,20.05.01.02.04.05.F,Rol TBA,,,,Roll,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7280,20.05.01.02.04.06.F,Blank Flanged 100,,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7281,20.05.01.02.04.07.F,T Doos Pvc,,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7282,20.05.01.02.04.08.F,Keni Pipa PVC, ?? inchi (putih),,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7283,20.05.01.02.04.09.F,Pipa Pe Warna Hitam, 12 mm,,,M,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7284,20.05.01.02.04.10.F,Pipa PVC,110,,,M,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7285,20.05.01.02.04.11.F,Pipa PVC,160,,,M,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7286,20.05.01.02.04.12.F,Tee 100 x 100, 1/2 dm,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7287,20.05.01.02.04.13.F,Tee 150 x 100, 3/4 dm,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7288,20.05.01.02.04.14.F,Tee 150 x 150, 4 dm,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7289,20.05.01.02.04.15.F,Valve 100, stop kran 1/2 dm,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7290,20.05.01.02.04.16.F,Valve 150, stop kran 3/4 dm,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7291,20.05.01.02.04.17.F,Pipa PVC Pelindung Kabel, Dia 3 Inchi AW,,,m,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7292,20.05.01.02.04.18.F,Pipa PVC Pelaluan Arde, Dim. ?? inchi (putih),,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7293,20.05.01.02.04.19,Soc PVC, 4 inchi,Tipe AW ,,Pcs,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7294,20.05.01.02.04.20,Soc PVC, 3 inchi,Tipe AW ,,Pcs,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7295,20.05.01.02.04.21,Soc PVC, 2 inchi,Tipe AW ,,Pcs,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7296,20.05.01.02.04.22,Soc Drat Dalam (Faucet Socket), 3/4 inchi,,,Pcs,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7297,20.05.01.02.04.23,Tee,,"4 x 2"""" Tipe AW""""",,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7298,20.05.01.02.04.24.F,Pengadaan & Pemasangan Pipa PVC Pelindung Kabel Dia.3 AW,,,,m,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7299,20.05.01.02.04.25,Pipa, 1 Dim,pvc tipe c,,Lonjor,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7300,20.05.01.02.04.26,Sok Pipa, ?? Inchi,Tipe AW ,,Biji,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7301,20.05.01.02.04.27,Bolt Valve,3-Apr,solenoid valve nylon,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7302,20.05.01.02.04.28,Flange (AW), Uk.2,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7303,20.05.01.02.04.29,Flange (AW), Uk. 3 inch,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7304,20.05.01.02.04.30,Flange (AW), Uk. 4 inch,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7305,20.05.01.02.04.31,Flange PVC, Uk.2,Isi 31,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7306,20.05.01.02.04.32,Pipa PVC Paralon , Uk. 10 Cm (4 Inchi),,,Lonjor,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7307,20.05.01.02.04.33,Pipa Pvc ,"4""",,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7308,20.05.01.02.04.34,Pipa Listrik ,20Mm,Bahan Pvc,,Batang,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7309,20.05.01.02.04.35,Spiral Pvc,,,,m,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7310,20.05.01.02.04.36,Tutup Pipa,,,,Pcs,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7311,20.05.01.02.04.37,Pipa Knee Drat Dalam ,3/4 Inch,,,Pcs,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7312,20.05.01.02.04.38,Socked Overloop,4 X 2 Inch ,,,Pcs,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7313,20.05.01.02.04.39,PVC Trunking ,100 X 50 Panjang 3m,,,Pcs,5.2.2.01.14,5.2.2,Belanja Pakai Habis Perlengkapan Komputer dan Printer
7314,20.05.02.01.01.F,Elbow, 3 dim,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7315,20.05.02.01.02.F,Elbow 45o, 3 dm, AW,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7316,20.05.02.01.03.F,Elbow Besi, 2.5 inch ,-90,,Unit,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7317,20.05.02.01.04,Elbow Pipa Conduit, 20 mm,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7318,20.05.02.01.05,Elbow 90?? (AW), Uk.1/2 inch,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7319,20.05.02.01.06,Elbow 90?? (AW), Uk.3/4 inch,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7320,20.05.02.01.07,Elbow 90?? (AW), Uk.1 inch,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7321,20.05.02.01.08,Elbow 90?? (AW), Uk.1 1/2 inch,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7322,20.05.02.01.09,Elbow 90?? (AW), Uk.2 inch,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7323,20.05.02.01.10,Elbow 90?? (AW), Uk.3,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7324,20.05.02.01.11,Elbow 90?? (AW), Uk.4,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7325,20.05.02.01.11.F,Elbow 90?? (AW), Uk.4,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7326,20.05.02.01.12,Elbow (AW), Uk.2 inchi,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
7327,20.08.01.01.01.01,Disposible Spuit,,,,Box,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7328,20.08.01.01.01.02,Spuit, 1 Cc,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7329,20.08.01.01.01.03,Spuit, 3 Cc,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7330,20.08.01.01.01.04,Spuit, 5 Cc,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7331,20.08.01.01.01.05,Spuit, 10 Cc,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7332,20.08.01.01.01.06,Spuit 20 Cc,,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7333,20.08.01.01.01.07,Disposible Spuit 3 Cc,,,Whatman,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7334,20.08.01.01.01.08,Spuit Otomatis,,,,Unit,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7335,20.08.01.01.01.09,Jarum Spuit Otomatis,,,,Dos,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7336,20.08.01.03.01,IV Cathether,,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7337,20.08.02.01.01.01,Kertas Saring Whatman Grade 42," Dia. 12,5 Cm",,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7338,20.08.02.01.02.01,Kertas Lakmus Merah,,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7339,20.08.02.01.03.01,Disposible Saliva,,,,Pak,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7340,20.08.02.01.03.02,Apex Locator,,,,Unit,5.2.3.08.02,5.2.3,Belanja Modal Pengadaan Alat Kesehatan
7341,20.08.02.01.03.03,Apron Disposible,,,,Box,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7342,20.08.02.01.03.04,Disposible Syringe, 3 cc,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7343,20.08.02.01.03.05,Sampel Makanan dan Minuman,,,,Sampel,5.2.2.01.17,5.2.2,Belanja Pakai Habis Bahan Laboratorium
7344,20.08.02.01.03.06,Akrilik Self Curing Liquid,,,,Botol,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7345,20.08.02.01.03.07,Akrilik Self Curing Powder,,,,Botol,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7346,20.08.02.01.03.08,Aluminium, 26037 - 00,,,Kit,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
